Stock Code,Title,Memo
300929,EGM-ONLINE,"The Company will hold the 1st Extraordinary General Meeting of 2022 at 14:30 on 25 August 2022.Meeting agenda:1. Change of the registered capital and amendments to the articles of association of the CompanyMeeting attendees: 1. A-share holders registered at CSDC Shenzhen after the close of trading on 18 August 2022 are entitled to vote. Original notarized power of attorney for voting is required.2. Directors of the board, supervisors of the supervisory committee, senior executives and appointed lawyers are entitled to attend the meeting.Registration period: from 23 August 2022 to 23 August 2022The Company's shareholder may choose to vote online via the trading system of Shenzhen Stock Exchange or via the website of http://wltp.cninfo.com.cn.Part I Voting via the trading systemVoting date: 25 August 2022Voting code:365929Voting abbreviation:Huaqi Environmental votingVoting process: 1. To input the ""buy"" instruction to begin voting2. To input the serial number of the Investors Meeting proposals under the item of ""subscription price"" ""1 share"" for voting for, ""2 shares"" for voting against and ""3 shares"" for ""abstention"".Part II Voting via the internetShareholders may choose the CA (certification authority) or service password for identity verification. As to the service password, shareholders may apply for a password on the website http://www.szse.cn or http://wltp.cninfo.com.cn. Voting period: from 25 August 2022 to 25 August 2022."
300618,EGM-ONLINE,"The Company will hold the 1st Extraordinary General Meeting of 2022 at 14:30 on 26 August 2022.Meeting agenda:1. Amendments to the Company's some articles of association2. Amendments to the Company's rules of procedure governing shareholders' general meetings3. Amendments to the system for independent directors4. Amendments to the connected transactions decision-making system5. Amendments to the external guarantee management system6. Amendments to the raised funds management systemMeeting attendees: 1. A-share holders registered at CSDC Shenzhen after the close of trading on 22 August 2022 are entitled to vote. Original notarized power of attorney for voting is required.2. Directors of the board, supervisors of the supervisory committee, senior executives and appointed lawyers are entitled to attend the meeting.Registration period: from 24 August 2022 to 24 August 2022The Company's shareholder may choose to vote online via the trading system of Shenzhen Stock Exchange or via the website of http://wltp.cninfo.com.cn.Part I Voting via the trading systemVoting date: 26 August 2022Voting code:365618Voting abbreviation:Hanrui Cobalt votingVoting process: 1. To input the ""buy"" instruction to begin voting2. To input the serial number of the Investors Meeting proposals under the item of ""subscription price"" ""1 share"" for voting for, ""2 shares"" for voting against and ""3 shares"" for ""abstention"".Part II Voting via the internetShareholders may choose the CA (certification authority) or service password for identity verification. As to the service password, shareholders may apply for a password on the website http://www.szse.cn or http://wltp.cninfo.com.cn. Voting period: from 26 August 2022 to 26 August 2022."
300665,EGM-ONLINE,"The Company will hold the 4th Extraordinary General Meeting of 2022 at 14:30 on 25 August 2022.Meeting agenda:1. Change of directorsMeeting attendees: 1. A-share holders registered at CSDC Shenzhen after the close of trading on 18 August 2022 are entitled to vote. Original notarized power of attorney for voting is required.2. Directors of the board, supervisors of the supervisory committee, senior executives and appointed lawyers are entitled to attend the meeting.Registration period: from 19 August 2022 to 19 August 2022The Company's shareholder may choose to vote online via the trading system of Shenzhen Stock Exchange or via the website of http://wltp.cninfo.com.cn.Part I Voting via the trading systemVoting date: 25 August 2022Voting code:365665Voting abbreviation:Feilu votingVoting process: 1. To input the ""buy"" instruction to begin voting2. To input the serial number of the Investors Meeting proposals under the item of ""subscription price"" ""1 share"" for voting for, ""2 shares"" for voting against and ""3 shares"" for ""abstention"".Part II Voting via the internetShareholders may choose the CA (certification authority) or service password for identity verification. As to the service password, shareholders may apply for a password on the website http://www.szse.cn or http://wltp.cninfo.com.cn. Voting period: from 25 August 2022 to 25 August 2022."
300089,EGM-ONLINE,"The Company will hold the 7th Extraordinary General Meeting of 2022 at 14:00 on 25 August 2022.Meeting agenda:1. Amendments to Article 106 of the Company's articles of association2. By-election of Chen Kunhu as a non-employee supervisorMeeting attendees: 1. A-share holders registered at CSDC Shenzhen after the close of trading on 19 August 2022 are entitled to vote. Original notarized power of attorney for voting is required.2. Directors of the board, supervisors of the supervisory committee, senior executives and appointed lawyers are entitled to attend the meeting.Registration period: from 19 August 2022 to 19 August 2022The Company's shareholder may choose to vote online via the trading system of Shenzhen Stock Exchange or via the website of http://wltp.cninfo.com.cn.Part I Voting via the trading systemVoting date: 25 August 2022Voting code:365089Voting abbreviation:GREAT WALL CULTURE votingVoting process: 1. To input the ""buy"" instruction to begin voting2. To input the serial number of the Investors Meeting proposals under the item of ""subscription price"" ""1 share"" for voting for, ""2 shares"" for voting against and ""3 shares"" for ""abstention"".Part II Voting via the internetShareholders may choose the CA (certification authority) or service password for identity verification. As to the service password, shareholders may apply for a password on the website http://www.szse.cn or http://wltp.cninfo.com.cn. Voting period: from 25 August 2022 to 25 August 2022."
300664,EGM-ONLINE,"The Company will hold the 1st Extraordinary General Meeting of 2022 at 14:30 on 25 August 2022.Meeting agenda:1. Appointment of special audit firm for 2022 share offering to specific parties via simplified procedure2. Report on the use of previously raised funds3. Diluted immediate return after the 2022 share offering to specific parties, filling measures and commitments of relevant parties4. Shareholder return plan for the next three years from 2022 to 2024Meeting attendees: 1. A-share holders registered at CSDC Shenzhen after the close of trading on 22 August 2022 are entitled to vote. Original notarized power of attorney for voting is required.2. Directors of the board, supervisors of the supervisory committee, senior executives and appointed lawyers are entitled to attend the meeting.Registration period: from 24 August 2022 to 24 August 2022The Company's shareholder may choose to vote online via the trading system of Shenzhen Stock Exchange or via the website of http://wltp.cninfo.com.cn.Part I Voting via the trading systemVoting date: 25 August 2022Voting code:365664Voting abbreviation:Penyao Environmental Protection votingVoting process: 1. To input the ""buy"" instruction to begin voting2. To input the serial number of the Investors Meeting proposals under the item of ""subscription price"" ""1 share"" for voting for, ""2 shares"" for voting against and ""3 shares"" for ""abstention"".Part II Voting via the internetShareholders may choose the CA (certification authority) or service password for identity verification. As to the service password, shareholders may apply for a password on the website http://www.szse.cn or http://wltp.cninfo.com.cn. Voting period: from 25 August 2022 to 25 August 2022."
300212,EGM RESOLUTION,"The Company held its 6th Extraordinary General Meeting of 2022 on 09 August 2022, during which the following proposal(s) was/were approved:1. Election of Li Baofu as a non-independent director, cumulative voting system applicable1.1. Li Baofu2. Election of Ren Meng as a non-independent director, cumulative voting system applicable2.1. Ren Meng3. Connected transactions regarding application for loans and pledge of assets from the controlling shareholder"
300787,RESTRICTED SHARE LISTING,"Among the Company's 92988000 restricted shares to be unlocked on 15 August 2022, 36288000 of them will be tradable on the Shenzhen Stock Exchange on that day."
301040,CONVERTIBLE BOND ISSUANCE-WITH PREEMPTION,"Type: convertible corporate bond Issuing size: CNY360 millionIssuing price: issued at parSubscription unit: CNY1000Maturity: 6 yearsIssuing mechanism: following the preemption for existing non-restricted shareholders, a book-building process will be conducted offline combined with online public offering Indicative annual coupon range: from 12 August 2022 to 11 August 2023: 0.400 percentfrom 12 August 2023 to 11 August 2024: 0.600 percentfrom 12 August 2024 to 11 August 2025: 1.200 percentfrom 12 August 2025 to 11 August 2026: 1.800 percentfrom 12 August 2026 to 11 August 2027: 2.500 percentfrom 12 August 2027 to 11 August 2028: 3.000 percentTargeted listing bourse: Shenzhen Stock ExchangeInformation about preemption for non-restricted shareholders (excluding restricted floating shareholders):Record date: 11 August 2022Subscription date: 12 August 2022Code: 381040Preemption rate: existing shareholders are entitled to subscribe for CNY3.6bond for every 1 share they held. (Those fractional part less than 1 unit will be settled according to the calculation rules of central depository.)On-net subscription for all investors: Subscription date: 12 August 2022Cost debit date:15 August 2022Minimum subscription: CNY1000Upper limit: CNY1000000Subscription amount must be the multiple of CNY1000Off-net subscription for institutions:Minimum subscription: Not availableUpper limit: Not availableSubscription date:Not availableCost debit date:Not availableDeposit:Not availableSubscription amount must be the multiple of CNY"
300674,RESTRICTED SHARE LISTING-NON-PUBLIC OFFERING(TRADABLE),The Company's 50.452488 million restricted A-shares via non-public offering will be listed on the Shenzhen Stock Exchange as of 12 August 2022.
300159,EGM-ONLINE,"The Company will hold the 3rd Extraordinary General Meeting of 2022 at 14:30 on 25 August 2022.Meeting agenda:1. Election and nomination of non-independent directors, cumulative voting system applicable1.1. Fang Desong1.2. Han Jian1.3. Wang Shaoxiong1.4. Lu Huafei1.5. Chang Guoxuan1.6. Zheng Yi2. Election and nomination of independent directors, cumulative voting system applicable2.1. Gong Qiaoli2.2. Zhang Xiaowu2.3. Hu Haiyin3. Election and nomination of non-employee supervisors, cumulative voting system applicable3.1. Li Yu3.2. Zhang QinMeeting attendees: 1. A-share holders registered at CSDC Shenzhen after the close of trading on 19 August 2022 are entitled to vote. Original notarized power of attorney for voting is required.2. Directors of the board, supervisors of the supervisory committee, senior executives and appointed lawyers are entitled to attend the meeting.Registration period: from 24 August 2022 to 24 August 2022The Company's shareholder may choose to vote online via the trading system of Shenzhen Stock Exchange or via the website of http://wltp.cninfo.com.cn.Part I Voting via the trading systemVoting date: 25 August 2022Voting code:365159Voting abbreviation:Xinjiang Machinery votingVoting process: 1. To input the ""buy"" instruction to begin voting2. To input the serial number of the Investors Meeting proposals under the item of ""subscription price"" ""1 share"" for voting for, ""2 shares"" for voting against and ""3 shares"" for ""abstention"".Part II Voting via the internetShareholders may choose the CA (certification authority) or service password for identity verification. As to the service password, shareholders may apply for a password on the website http://www.szse.cn or http://wltp.cninfo.com.cn. Voting period: from 25 August 2022 to 25 August 2022."
300070,TENDER OFFER,"China Urban and Rural Holding Group Co., Ltd. will buy from All the negotiable shareholders of Originwater except the acquirer and its parties acting in concert 407210835 shares in the Company, which has triggered a tender offer.China Urban and Rural Holding Group Co., Ltd. published on 10 August 2022 the tender offer report to all shareholders to acquire 407210835 shares in the company at CNY6.00 per share.The valid period for the tender offer will be from 11 August 2022 to 09 September 2022."
300183,EGM-ONLINE,"The Company will hold the 1st Extraordinary General Meeting of 2022 at 14:00 on 26 August 2022.Meeting agenda:1. Change of audit firm2. By-election of directorsMeeting attendees: 1. A-share holders registered at CSDC Shenzhen after the close of trading on 22 August 2022 are entitled to vote. Original notarized power of attorney for voting is required.2. Directors of the board, supervisors of the supervisory committee, senior executives and appointed lawyers are entitled to attend the meeting.Registration period: from 25 August 2022 to 25 August 2022The Company's shareholder may choose to vote online via the trading system of Shenzhen Stock Exchange or via the website of http://wltp.cninfo.com.cn.Part I Voting via the trading systemVoting date: 26 August 2022Voting code:365183Voting abbreviation:Eastsoft votingVoting process: 1. To input the ""buy"" instruction to begin voting2. To input the serial number of the Investors Meeting proposals under the item of ""subscription price"" ""1 share"" for voting for, ""2 shares"" for voting against and ""3 shares"" for ""abstention"".Part II Voting via the internetShareholders may choose the CA (certification authority) or service password for identity verification. As to the service password, shareholders may apply for a password on the website http://www.szse.cn or http://wltp.cninfo.com.cn. Voting period: from 26 August 2022 to 26 August 2022."
300493,DIVIDEND IMPLEMENTATION (CASH ONLY),2021 final profit distribution plan to be implemented (A shares):1. Cash dividend/10 shares (tax included): CNY0.350000002. Bonus issue from profit (share/10 shares): none 3. Bonus issue from capital reserve (share/10 shares): none Record date: 17 August 2022Ex-date: 18 August 2022Payment date: 18 August 202210 percent withholding tax on cash dividend will be deducted in CNY within the cash dividend receivable. Please refer to below details:Tax on cash dividend/10 shares: CNY0.03500000(10 percent x CNY0.35000000)Net cash dividend/10 shares after tax: CNY0.31500000(CNY0.35000000- CNY0.03500000)
300540,EGM-ONLINE,"The Company will hold the 2nd Extraordinary General Meeting of 2022 at 14:00 on 26 August 2022.Meeting agenda:1. By-election of non-independent directors2. 2022 remuneration standards for directors3. 2022 remuneration standards for supervisors4. Purchase of liability insurance for directors, supervisors and senior managementMeeting attendees: 1. A-share holders registered at CSDC Shenzhen after the close of trading on 19 August 2022 are entitled to vote. Original notarized power of attorney for voting is required.2. Directors of the board, supervisors of the supervisory committee, senior executives and appointed lawyers are entitled to attend the meeting.Registration period: from 24 August 2022 to 24 August 2022The Company's shareholder may choose to vote online via the trading system of Shenzhen Stock Exchange or via the website of http://wltp.cninfo.com.cn.Part I Voting via the trading systemVoting date: 26 August 2022Voting code:365540Voting abbreviation:SSET votingVoting process: 1. To input the ""buy"" instruction to begin voting2. To input the serial number of the Investors Meeting proposals under the item of ""subscription price"" ""1 share"" for voting for, ""2 shares"" for voting against and ""3 shares"" for ""abstention"".Part II Voting via the internetShareholders may choose the CA (certification authority) or service password for identity verification. As to the service password, shareholders may apply for a password on the website http://www.szse.cn or http://wltp.cninfo.com.cn. Voting period: from 26 August 2022 to 26 August 2022."
300570,EGM-ONLINE,"The Company will hold the 1st Extraordinary General Meeting of 2022 at 15:00 on 25 August 2022.Meeting agenda:1. Appointment of 2022 audit firmMeeting attendees: 1. A-share holders registered at CSDC Shenzhen after the close of trading on 18 August 2022 are entitled to vote. Original notarized power of attorney for voting is required.2. Directors of the board, supervisors of the supervisory committee, senior executives and appointed lawyers are entitled to attend the meeting.Registration period: from 18 August 2022 to 18 August 2022The Company's shareholder may choose to vote online via the trading system of Shenzhen Stock Exchange or via the website of http://wltp.cninfo.com.cn.Part I Voting via the trading systemVoting date: 25 August 2022Voting code:365570Voting abbreviation:T and S votingVoting process: 1. To input the ""buy"" instruction to begin voting2. To input the serial number of the Investors Meeting proposals under the item of ""subscription price"" ""1 share"" for voting for, ""2 shares"" for voting against and ""3 shares"" for ""abstention"".Part II Voting via the internetShareholders may choose the CA (certification authority) or service password for identity verification. As to the service password, shareholders may apply for a password on the website http://www.szse.cn or http://wltp.cninfo.com.cn. Voting period: from 25 August 2022 to 25 August 2022."
301132,IPO SHARE LISTING,The Company's 34.9677 million shares (code:301132) in its initial public offering will be listed and tradable on the Shenzhen Stock Exchange on 10 August 2022.
301270,IPO,"Beijing Hanyi Innovation Technology Co., Ltd. has been approved by the Shenzhen Stock Exchange and China Securities Regulatory Commission (the CSCR) to issue not more than 25.0000 million A-shares in its initial public offering, which is structured as follows:1.Class: A shares2.Size: 25.0000 million shares3.Par value: CNY1.0000per share4.Issuing mechanism: Strategic investor placement, offline placement and online public offering5.Targeted listing bourse: Shenzhen Stock Exchange6.Strategic investor placement volume: 5 million shares7.Offline placement volume: 14.0000 million shares8.Online offering volume:6.0000 million shares9.Online subscription Code:30127010.IPO price inquiry period: from 11 August 2022 to 11 August 202211.IPO price determined: 16 August 202212.Online subscription date: 17 August 202213.Online payment date:19 August 202214.Issuing price:N/A15.Offline subscription date: from 17 August 2022 to 17 August 202216.Offline payment date:19 August 2022."
301318,IPO SHARE LISTING,The Company's 16.461456 million shares (code:301318) in its initial public offering will be listed and tradable on the Shenzhen Stock Exchange on 10 August 2022.
301195,EGM-ONLINE,"The Company will hold the 1st Extraordinary General Meeting of 2022 at 15:00 on 24 August 2022.Meeting agenda:1. Change of the registered capital of the Company and type of business entity, amendments to the articles of association of the Company and handling of the industrial and commercial registration amendment2. Amendments to the raised funds management system3. Amendments to the Company's rules of procedure governing shareholders' general meetings4. Amendments to the work rules for independent directors5. Amendments to the external guarantee management systemMeeting attendees: 1. A-share holders registered at CSDC Shenzhen after the close of trading on 17 August 2022 are entitled to vote. Original notarized power of attorney for voting is required.2. Directors of the board, supervisors of the supervisory committee, senior executives and appointed lawyers are entitled to attend the meeting.Registration period: from 22 August 2022 to 22 August 2022The Company's shareholder may choose to vote online via the trading system of Shenzhen Stock Exchange or via the website of http://wltp.cninfo.com.cn.Part I Voting via the trading systemVoting date: 24 August 2022Voting code:366195Voting abbreviation:Bestway Intelligent Control votingVoting process: 1. To input the ""buy"" instruction to begin voting2. To input the serial number of the Investors Meeting proposals under the item of ""subscription price"" ""1 share"" for voting for, ""2 shares"" for voting against and ""3 shares"" for ""abstention"".Part II Voting via the internetShareholders may choose the CA (certification authority) or service password for identity verification. As to the service password, shareholders may apply for a password on the website http://www.szse.cn or http://wltp.cninfo.com.cn. Voting period: from 24 August 2022 to 24 August 2022."
301239,EGM RESOLUTION,"The Company held its 3rd Extraordinary General Meeting of 2022 on 08 August 2022, during which the following proposal(s) was/were approved:1. Change of the registered capital and type of business entity of the Company, amendments to the articles of association of the Company and handling of the industrial and commercial registration amendment2. Cash management with some temporarily idle raised funds (including surplus raised funds) and proprietary funds"
300709,EGM RESOLUTION,"The Company held its 3rd Extraordinary General Meeting of 2022 on 08 August 2022, during which the following proposal(s) was/were approved:1. Repurchase and cancellation of the locked restricted stocks granted to some plan participants and adjustment of the repurchase price2. Change of the Company's registered capital, amendments to the Company's articles of association, and authorization to handle the industrial and commercial registration amendment"
300878,EGM RESOLUTION,"The Company held its 1st Extraordinary General Meeting of 2022 on 08 August 2022, during which the following proposal(s) was/were approved:1. Adjustment of 2022 bank comprehensive credit line applied for by the Company and its subsidiaries2. Change of the Company's registered capital, amendments to the Company's articles of association, and handling the industrial and commercial registration amendment3. Amendments to the Company's relevant governance systems3.1. Amendments to the Company's rules of procedure governing shareholders' general meetings3.2. Amendments to the Company's rules of procedure governing the board meetings3.3. Amendments to the Company's rules of procedure governing meetings of the supervisory committee3.4. Amendments to the work system of independent directors3.5. Amendments to the connected transactions management system3.6. Amendments to the external guarantee management system3.7. Amendments to the external investment management system"
300761,EGM RESOLUTION,"The Company held its 2nd Extraordinary General Meeting of 2022 on 08 August 2022, during which the following proposal(s) was/were approved:1. 2022 restricted stock incentive plan (draft) and its summary2. Appraisal management measures for the implementation of 2022 restricted stock incentive plan3. Authorization to the board to handle matters regarding the equity incentive"
300824,EGM RESOLUTION,"The Company held its 1st Extraordinary General Meeting of 2022 on 08 August 2022, during which the following proposal(s) was/were approved:1. Remuneration plan for directors2. Change of the business scope and amendment to the articles of association of the Company3. Amendments to the system for the management and use of raised funds4. Amendments to the non-daily transactions decision-making system5. Remuneration plan for supervisors6. Amendments to the Company's rules of procedure governing meetings of the supervisory committee7. Election and nomination of non-independent directors, cumulative voting system applicable7.1. GEORGE MOHAN ZHANG7.2. Fang Zhen7.3. Niu Wenjiao7.4. Zhong Xin8. Election and nomination of independent directors, cumulative voting system applicable8.1. Xiao Jie8.2. Gu Chen8.3. Zhang Jianjun9. Election and nomination of non-employee supervisors, cumulative voting system applicable9.1. Chen Huajin9.2. Tian Jia"
300938,EGM RESOLUTION,"The Company held its 4th Extraordinary General Meeting of 2022 on 08 August 2022, during which the following proposal(s) was/were approved:1. Change of the registered capital, amendments to the articles of association of the Company and handling of the industrial and commercial registration amendment"
300921,EGM RESOLUTION,"The Company held its 3rd Extraordinary General Meeting of 2022 on 08 August 2022, during which the following proposal(s) was/were approved:1. Election of non-independent directors, cumulative voting system applicable1.1. Jiang Xiaoming1.2. Chen Shulin1.3. Chen Jinbiao1.4. Liu Qing2. Election of independent directors, cumulative voting system applicable2.1. Chen Yongming2.2. Zhang Jianbin2.3. Wang Hairong3. Election of non-employee supervisors, cumulative voting system applicable3.1. Qiu Zhiqiang3.2. Guo Tiezhu4. Reappointment of 2022 audit firm"
301012,EGM RESOLUTION,"The Company held its 2nd Extraordinary General Meeting of 2022 on 08 August 2022, during which the following proposal(s) was/were approved:1. Change of the purpose of some raised funds from projects financed with raised funds"
301023,EGM-ONLINE,"The Company will hold the 2nd Extraordinary General Meeting of 2022 at 14:00 on 25 August 2022.Meeting agenda:1. Change of the Company's registered capital, amendments to the Company's articles of association, and handling the industrial and commercial registration amendment2. Amendments to the Company's rules of procedure governing shareholders' general meetings3. Amendments to the Company's rules of procedure governing the board meetings4. Amendments to the Company's rules of procedure governing meetings of the supervisory committee5. Amendments to the work system of independent directors6. Amendments to the guarantee management system7. Amendments to the connected transactions management measures8. Amendments to the management system for capital transfer with related parties9. Amendments to the raised funds management system10. 2022 interim profit distribution plan11. By-election of non-employee supervisorsThe detailed profit distribution plan are as follows:1) Cash dividend/10 shares (tax included): CNY3.000000002) Bonus issue from profit (share/10 shares): none3) Bonus issue from capital reserve (share/10 shares): noneMeeting attendees: 1. A-share holders registered at CSDC Shenzhen after the close of trading on 19 August 2022 are entitled to vote. Original notarized power of attorney for voting is required.2. Directors of the board, supervisors of the supervisory committee, senior executives and appointed lawyers are entitled to attend the meeting.Registration period: from 22 August 2022 to 22 August 2022The Company's shareholder may choose to vote online via the trading system of Shenzhen Stock Exchange or via the website of http://wltp.cninfo.com.cn.Part I Voting via the trading systemVoting date: 25 August 2022Voting code:366023Voting abbreviation:Jiangnan Yifan votingVoting process: 1. To input the ""buy"" instruction to begin voting2. To input the serial number of the Investors Meeting proposals under the item of ""subscription price"" ""1 share"" for voting for, ""2 shares"" for voting against and ""3 shares"" for ""abstention"".Part II Voting via the internetShareholders may choose the CA (certification authority) or service password for identity verification. As to the service password, shareholders may apply for a password on the website http://www.szse.cn or http://wltp.cninfo.com.cn. Voting period: from 25 August 2022 to 25 August 2022."
301023,INTERIM DIVIDEND,The Company announced on 09 August 2022 the profit distribution proposal for the first half of 2022 as follows:1. Cash dividend/10 shares (tax included): CNY3.000000002. Bonus issue from profit (share/10 shares):none3. Bonus issue from capital reserve (share/10 shares):none.
300977,EGM RESOLUTION,"The Company held its 1st Extraordinary General Meeting of 2022 on 08 August 2022, during which the following proposal(s) was/were approved:1. Connected transaction regarding joint investment with related parties"
300474,EGM-ONLINE,"The Company will hold the 3rd Extraordinary General Meeting of 2022 at 15:30 on 25 August 2022.Meeting agenda:1. Settlement of some projects financed with raised funds and permanently supplementing the working capital with the surplus raised funds2. Increase of the Company's registered capital and amendments to the Company's articles of associationMeeting attendees: 1. A-share holders registered at CSDC Shenzhen after the close of trading on 22 August 2022 are entitled to vote. Original notarized power of attorney for voting is required.2. Directors of the board, supervisors of the supervisory committee, senior executives and appointed lawyers are entitled to attend the meeting.Registration period: from 24 August 2022 to 24 August 2022The Company's shareholder may choose to vote online via the trading system of Shenzhen Stock Exchange or via the website of http://wltp.cninfo.com.cn.Part I Voting via the trading systemVoting date: 25 August 2022Voting code:365474Voting abbreviation:Jingjia Microelectronics votingVoting process: 1. To input the ""buy"" instruction to begin voting2. To input the serial number of the Investors Meeting proposals under the item of ""subscription price"" ""1 share"" for voting for, ""2 shares"" for voting against and ""3 shares"" for ""abstention"".Part II Voting via the internetShareholders may choose the CA (certification authority) or service password for identity verification. As to the service password, shareholders may apply for a password on the website http://www.szse.cn or http://wltp.cninfo.com.cn. Voting period: from 25 August 2022 to 25 August 2022."
300605,EGM RESOLUTION,"The Company held its 2nd Extraordinary General Meeting of 2022 on 08 August 2022, during which the following proposal(s) was/were approved:1. Change of the Company's domicile and amendments to the Company's articles of association"
300455,EGM-ONLINE,"The Company will hold the 2nd Extraordinary General Meeting of 2022 at 14:00 on 24 August 2022.Meeting agenda:1. By-election of non-independent directors, cumulative voting system applicable1.1. Li Yong1.2. Yao Jun1.3. Wang TaoMeeting attendees: 1. A-share holders registered at CSDC Shenzhen after the close of trading on 17 August 2022 are entitled to vote. Original notarized power of attorney for voting is required.2. Directors of the board, supervisors of the supervisory committee, senior executives and appointed lawyers are entitled to attend the meeting.Registration period: from 18 August 2022 to 18 August 2022The Company's shareholder may choose to vote online via the trading system of Shenzhen Stock Exchange or via the website of http://wltp.cninfo.com.cn.Part I Voting via the trading systemVoting date: 24 August 2022Voting code:365455Voting abbreviation:Ctrowell Technology votingVoting process: 1. To input the ""buy"" instruction to begin voting2. To input the serial number of the Investors Meeting proposals under the item of ""subscription price"" ""1 share"" for voting for, ""2 shares"" for voting against and ""3 shares"" for ""abstention"".Part II Voting via the internetShareholders may choose the CA (certification authority) or service password for identity verification. As to the service password, shareholders may apply for a password on the website http://www.szse.cn or http://wltp.cninfo.com.cn. Voting period: from 24 August 2022 to 24 August 2022."
300442,EGM-ONLINE,"The Company will hold the 2nd Extraordinary General Meeting of 2022 at 14:30 on 24 August 2022.Meeting agenda:1. Change of the Company's name and stock abbreviation2. Change of the business scope3. Increase of the Company's registered capital4. Amendments to the Company's articles of association5. Amendments to the Company's rules of procedure governing shareholders' general meetings6. Amendments to the Company's rules of procedure governing the board meetings7. Amendments to the Company's rules of procedure governing meetings of the supervisory committee8. Entrusted wealth management by the Company and subsidiaries9. Change of accounting policies and accounting estimates10. Election of non-independent directors, cumulative voting system applicable10.1. Zhou Chaonan10.2. Li Li10.3. Zhu Jing10.4. Shen Jingwei10.5. Zhang Xian11. Election of independent directors, cumulative voting system applicable11.1. Guo Keli11.2. Du Jie11.3. Ying Zheng12. Election of supervisors, cumulative voting system applicable12.1. Guo Meiju12.2. Wan LeiMeeting attendees: 1. A-share holders registered at CSDC Shenzhen after the close of trading on 17 August 2022 are entitled to vote. Original notarized power of attorney for voting is required.2. Directors of the board, supervisors of the supervisory committee, senior executives and appointed lawyers are entitled to attend the meeting.Registration period: from 22 August 2022 to 22 August 2022The Company's shareholder may choose to vote online via the trading system of Shenzhen Stock Exchange or via the website of http://wltp.cninfo.com.cn.Part I Voting via the trading systemVoting date: 24 August 2022Voting code:365442Voting abbreviation:Precise votingVoting process: 1. To input the ""buy"" instruction to begin voting2. To input the serial number of the Investors Meeting proposals under the item of ""subscription price"" ""1 share"" for voting for, ""2 shares"" for voting against and ""3 shares"" for ""abstention"".Part II Voting via the internetShareholders may choose the CA (certification authority) or service password for identity verification. As to the service password, shareholders may apply for a password on the website http://www.szse.cn or http://wltp.cninfo.com.cn. Voting period: from 24 August 2022 to 24 August 2022."
300657,EGM-ONLINE,"The Company will hold the 6th Extraordinary General Meeting of 2022 at 14:50 on 23 August 2022.Meeting agenda:1. Change of the Company's registered capital and amendments to the Company's articles of association2. Setting up a controlled subsidiary with related parties and signing the external investment agreement with related parties of the controlling shareholderMeeting attendees: 1. A-share holders registered at CSDC Shenzhen after the close of trading on 16 August 2022 are entitled to vote. Original notarized power of attorney for voting is required.2. Directors of the board, supervisors of the supervisory committee, senior executives and appointed lawyers are entitled to attend the meeting.Registration period: from 18 August 2022 to 18 August 2022The Company's shareholder may choose to vote online via the trading system of Shenzhen Stock Exchange or via the website of http://wltp.cninfo.com.cn.Part I Voting via the trading systemVoting date: 23 August 2022Voting code:365657Voting abbreviation:Hongxin Electronics votingVoting process: 1. To input the ""buy"" instruction to begin voting2. To input the serial number of the Investors Meeting proposals under the item of ""subscription price"" ""1 share"" for voting for, ""2 shares"" for voting against and ""3 shares"" for ""abstention"".Part II Voting via the internetShareholders may choose the CA (certification authority) or service password for identity verification. As to the service password, shareholders may apply for a password on the website http://www.szse.cn or http://wltp.cninfo.com.cn. Voting period: from 23 August 2022 to 23 August 2022."
300399,EGM-ONLINE,"The Company will hold the 1st Extraordinary General Meeting of 2022 at 14:30 on 24 August 2022.Meeting agenda:1. Connected transaction regarding launching factoring financing business with related parties by subsidiariesMeeting attendees: 1. A-share holders registered at CSDC Shenzhen after the close of trading on 18 August 2022 are entitled to vote. Original notarized power of attorney for voting is required.2. Directors of the board, supervisors of the supervisory committee, senior executives and appointed lawyers are entitled to attend the meeting.Registration period: from 18 August 2022 to 18 August 2022The Company's shareholder may choose to vote online via the trading system of Shenzhen Stock Exchange or via the website of http://wltp.cninfo.com.cn.Part I Voting via the trading systemVoting date: 24 August 2022Voting code:365399Voting abbreviation:TLKJ votingVoting process: 1. To input the ""buy"" instruction to begin voting2. To input the serial number of the Investors Meeting proposals under the item of ""subscription price"" ""1 share"" for voting for, ""2 shares"" for voting against and ""3 shares"" for ""abstention"".Part II Voting via the internetShareholders may choose the CA (certification authority) or service password for identity verification. As to the service password, shareholders may apply for a password on the website http://www.szse.cn or http://wltp.cninfo.com.cn. Voting period: from 24 August 2022 to 24 August 2022."
300131,NON-PUBLIC LISTING,The Company's 64.017659 million restricted A-shares via non-public offering will be listed on Shenzhen Stock Exchange as of 10 August 2022.
